speaker_id,utterance_id,audio_path,start_time,end_time,true_error_type,predicted_error_type,confidence,is_correct,prob_addition,prob_deletion,prob_substitution
TLV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0465.wav,5.65,5.68,substitution,deletion,0.5135948061943054,False,0.26159125566482544,0.5135948061943054,0.22481396794319153
TLV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0503.wav,3.51,3.59,substitution,deletion,0.49687090516090393,False,0.1971762627363205,0.49687090516090393,0.30595287680625916
TLV,arctic_b0481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0481.wav,1.54,1.66,substitution,deletion,0.4901804029941559,False,0.20685137808322906,0.4901804029941559,0.30296820402145386
PNV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0509.wav,1.7,1.73,substitution,deletion,0.48692184686660767,False,0.23023132979869843,0.48692184686660767,0.2828468680381775
PNV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0503.wav,0.55,0.59,deletion,substitution,0.48610687255859375,False,0.33878496289253235,0.1751081645488739,0.48610687255859375
TLV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0469.wav,1.77,1.82,substitution,deletion,0.48357096314430237,False,0.2816754877567291,0.48357096314430237,0.23475360870361328
TLV,arctic_b0488,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0488.wav,2.04,2.14,substitution,deletion,0.47186678647994995,False,0.24534666538238525,0.47186678647994995,0.28278660774230957
HQTV,arctic_b0481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0481.wav,0.03,0.1,substitution,deletion,0.4678969383239746,False,0.19667606055736542,0.4678969383239746,0.33542704582214355
THV,arctic_b0481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0481.wav,2.04,2.171196,substitution,deletion,0.46398624777793884,False,0.1845451146364212,0.46398624777793884,0.3514687120914459
HQTV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0518.wav,0.31,0.38,deletion,addition,0.46004754304885864,False,0.46004754304885864,0.2252011001110077,0.3147513270378113
HQTV,arctic_b0527,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0527.wav,0.81,0.9,substitution,addition,0.4559003710746765,False,0.4559003710746765,0.22805507481098175,0.31604456901550293
HQTV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0509.wav,0.33,0.444843,substitution,addition,0.4528992474079132,False,0.4528992474079132,0.19602689146995544,0.35107383131980896
HQTV,arctic_b0527,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0527.wav,3.68,3.86,addition,deletion,0.44586265087127686,False,0.29018571972846985,0.44586265087127686,0.2639515995979309
THV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0465.wav,1.12,1.24,substitution,addition,0.442269504070282,False,0.442269504070282,0.1728028655052185,0.3849276304244995
TLV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0465.wav,3.461418,3.501519,substitution,deletion,0.43976929783821106,False,0.2824040353298187,0.43976929783821106,0.2778266668319702
TLV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0509.wav,2.25,2.4,substitution,addition,0.43554288148880005,False,0.43554288148880005,0.207398921251297,0.35705822706222534
PNV,arctic_b0488,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0488.wav,2.54,2.61,substitution,deletion,0.4351916015148163,False,0.25568726658821106,0.4351916015148163,0.30912116169929504
HQTV,arctic_b0527,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0527.wav,1.24,1.49,substitution,addition,0.4342876076698303,False,0.4342876076698303,0.21667641401290894,0.34903594851493835
TLV,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0534.wav,1.41,1.45,substitution,addition,0.4325452148914337,False,0.4325452148914337,0.29344215989112854,0.27401256561279297
HQTV,arctic_b0488,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0488.wav,3.38,3.46,substitution,deletion,0.4307279586791992,False,0.23300790786743164,0.4307279586791992,0.33626410365104675
HQTV,arctic_b0527,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0527.wav,1.03,1.15,substitution,addition,0.4285605847835541,False,0.4285605847835541,0.23863814771175385,0.33280131220817566
TLV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0469.wav,1.86,2.05,substitution,addition,0.4266301393508911,False,0.4266301393508911,0.20725055038928986,0.3661193251609802
THV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0518.wav,0.43,0.54,deletion,addition,0.42556750774383545,False,0.42556750774383545,0.2604464888572693,0.31398603320121765
PNV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0465.wav,3.83,3.9,substitution,deletion,0.4251003861427307,False,0.2575570046901703,0.4251003861427307,0.317342609167099
TLV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0503.wav,4.12,4.23,substitution,addition,0.4250738024711609,False,0.4250738024711609,0.18797007203102112,0.38695618510246277
PNV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0503.wav,0.59,0.65,substitution,addition,0.4247205853462219,False,0.4247205853462219,0.1653984785079956,0.40988096594810486
TLV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0465.wav,4.53,4.68,substitution,addition,0.42274951934814453,False,0.42274951934814453,0.24639491736888885,0.3308555483818054
THV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0465.wav,0.2,0.37,substitution,addition,0.421859472990036,False,0.421859472990036,0.2313063144683838,0.3468341827392578
