epoch,train_loss,validation_loss,top1_accuracy,macro_f1,balanced_accuracy,macro_precision,macro_recall,top3_accuracy,correct_origin_top1,correct_origin_macro_f1,substitution_origin_top1,substitution_origin_macro_f1,epoch_seconds,speaker_ABA_macro_f1,speaker_HKK_macro_f1,speaker_HQTV_macro_f1,speaker_LXC_macro_f1,speaker_MBMPS_macro_f1,speaker_SVBI_macro_f1
1,3.081224702037038,2.5949994094588478,0.2562030341698568,0.18307941010708953,0.22134034853747492,0.19682454160598156,0.22134034853747492,0.5341344108889834,0.2574398292692566,0.19167437418445218,0.24544517016156756,0.1468425324040742,53.22795400000177,0.1797975698334385,0.2018279793597289,0.2058991551913582,0.1833048537093783,0.19961889059559645,0.17804131174667684
2,2.5806409539642714,2.322439814769983,0.3100453707642138,0.24726438698379666,0.28543274292047927,0.25111864917278054,0.28543274292047927,0.5928682830001418,0.3152195391850769,0.25989223349794666,0.2650395324853902,0.19134351776082667,59.45891389999815,0.2573961492964544,0.2738855534964423,0.26051771620176994,0.25807267858631644,0.27314948654206295,0.22628436647311168
3,2.3813709404323604,2.1763231419982865,0.34045796115128313,0.2757287010623767,0.3154086179011066,0.2887730718846864,0.3154086179011066,0.6279597334467603,0.3439908311267439,0.28900460621639046,0.3097284290134067,0.22007721655957577,50.70418900000004,0.2849492255928535,0.2984854038761144,0.2949534139417158,0.29476817373193964,0.2982161657370751,0.25378518856700444
4,2.257461457258384,2.105162224836524,0.3621154118814689,0.3056910310906702,0.3423233413658876,0.3212089927323949,0.3423233413658876,0.647844888699844,0.36651780421293917,0.32011551452008263,0.32382261945685803,0.24207729092069302,51.931872599998314,0.311360798958669,0.32086383012280606,0.32587860271217256,0.32051452159483035,0.32850286601503925,0.2922551795360121
5,2.164625062855354,2.0042990283832203,0.37434425067347227,0.32024318741560653,0.36369129979951254,0.3315919865439926,0.36369129979951254,0.6721962285552248,0.3778603327668656,0.33586510152830773,0.3437607425232039,0.2524910655296402,53.09056110000165,0.3399921865475229,0.3378798684172988,0.3365018645796309,0.3422163526877775,0.3362096250376803,0.29691267717607
6,2.0879219755996092,1.937258861934684,0.39366227137388343,0.3368555947842436,0.3809017896101383,0.3664304383151319,0.3809017896101383,0.6972210406919042,0.3989645496581433,0.3559642472216581,0.3475421106909591,0.26727827883684796,53.08704720000242,0.367938975046958,0.3544100768943679,0.34235001536843385,0.35903468384713827,0.3682310614258545,0.2992964788492802
7,2.0285060743482917,1.8855475289727313,0.39614348504182617,0.35717856396793274,0.40385766049661587,0.3707802381433435,0.40385766049661587,0.6958740961293067,0.4013753309884203,0.37841097126814704,0.35063595737366793,0.2730833260258488,52.21757389999766,0.3885340840839102,0.3593475967605498,0.3620268901786184,0.3510374759044484,0.37921377110662496,0.33434834655378864
8,1.9733986549524571,1.8355354504366894,0.421558202183468,0.37723266593386795,0.41393727657447144,0.397154670629231,0.41393727657447144,0.7276690769885156,0.42730111054025216,0.40127871401398335,0.37160536266758337,0.2849718069694376,53.09569800000099,0.40513653466262617,0.38101123174669155,0.37437524576001635,0.3920518051300656,0.42210402218850523,0.3351134535947852
9,1.9242248564109947,1.8108802038812306,0.42886005954912804,0.38057210147451603,0.419198513959339,0.3982769802276472,0.419198513959339,0.7293350347369914,0.4348101015689839,0.40378990718327007,0.37710553454795465,0.2966085235546897,51.09864870000092,0.3886707545457294,0.3770268436529633,0.3850845429485531,0.3927617274347024,0.40896783124065045,0.37114670685826606
10,1.881276958578044,1.7691128046888165,0.41985679852545016,0.38651603051699296,0.4389222081973855,0.38824634113553447,0.4389222081973855,0.7301502906564582,0.42876338774058415,0.4109557881751486,0.34238569955311104,0.2857909547784929,51.27565780000077,0.4276705232744983,0.3979298678959342,0.38626715468369244,0.40216488922750265,0.4180103576378557,0.32814540532643427
11,1.8447357879660642,1.7406666188413804,0.4378633205728059,0.3924238011727839,0.43577765598669443,0.4120008922791409,0.43577765598669443,0.7404296044236495,0.4444532268900921,0.4166182816624837,0.38054314197318667,0.29462427984500345,52.94951370000126,0.4209807503821518,0.3940083632204,0.4002451964671827,0.39723031068792386,0.4261029089833207,0.3596600152016772
12,1.807073874767168,1.7203562806789443,0.44718559478236214,0.410323432756743,0.44951753294944696,0.4184319563127394,0.44951753294944696,0.7482277045228981,0.45611192348733354,0.4355164132588713,0.3695427982124441,0.30536971779403466,53.290489900002285,0.42581185971613106,0.41599712871194633,0.41002632681308904,0.41934030855234034,0.4268048226282057,0.3828806031013654
13,1.7763419498315594,1.6695005289125355,0.4487097688926698,0.4157775108791311,0.4658377470816715,0.4172468809118805,0.4658377470816715,0.7553523323408479,0.45682330158479234,0.4410771576722237,0.37813681677552424,0.31180987842512076,59.94288840000081,0.4578461426562052,0.421191835739524,0.40623943835783577,0.41618516952295687,0.4529932642415149,0.36919780475625974
14,1.7480730446999717,1.6620749658377445,0.46809868141216504,0.4223644293725485,0.4627011084992184,0.4262473410944388,0.4627011084992184,0.760988231958032,0.4770975773623681,0.44827925907148325,0.38982468202131315,0.31233425121044683,59.10724789999949,0.45292340282563576,0.432475917155182,0.4156371031470543,0.432426999634731,0.45853914234898374,0.38030992600596986
15,1.7217760381022773,1.665853567061214,0.45689777399688075,0.41598157277674924,0.47028320418807146,0.4216305328111517,0.47028320418807146,0.7571955196370339,0.4650041497055685,0.43991850424673445,0.3863870745960811,0.31890341488030555,59.92356970000037,0.45210660709599293,0.4079058321789927,0.44242187737795013,0.4227265516565936,0.4404485197322252,0.38143928382978703
16,1.6971620411510757,1.6262640863145714,0.46880759960300583,0.4301934080937624,0.4705972893650895,0.43387082719928793,0.4705972893650895,0.7693534666099532,0.4788365016006007,0.4543893895253386,0.38157442420075627,0.31425565858161425,60.31143679999877,0.45337896431649466,0.43680522150366263,0.44322576620381304,0.4297227756535344,0.4576338295388317,0.39360559033011094
17,1.676339913347365,1.6129129858248863,0.46838224868850137,0.4392999137615826,0.48528918371910423,0.4345341543525624,0.48528918371910423,0.773748759393166,0.47678140931905305,0.4588933797803955,0.3953248539016844,0.34254781649366717,52.422647600000346,0.46982358578537015,0.4397990856595102,0.4314229425089915,0.4488821521877276,0.470044749213981,0.37922311110222123
18,1.6549495722603464,1.5880595214414577,0.479937615199206,0.4432270273364347,0.4918426129550394,0.4358106466851613,0.4918426129550394,0.7839571813412732,0.48927004702999644,0.4633308230637026,0.39876246132691645,0.3361582720858176,50.79525939999803,0.48803326201645614,0.43836264944036796,0.4431504328087439,0.4450521978815184,0.48124613510241027,0.39070534797456163
19,1.638155104090497,1.5680333688447412,0.49337161491563875,0.45788545869636127,0.5007077224525085,0.4444597161210739,0.5007077224525085,0.7954062101233518,0.5053155752282338,0.4804269790172273,0.38948092127878997,0.34606556045939973,55.80110969999805,0.5020699652532578,0.45839796853545267,0.4515025562645795,0.46388506051009754,0.4892131502379754,0.39703498350997773
20,1.620878316172736,1.5760393932104686,0.47678292924996457,0.4455935244491077,0.4977207848361654,0.44160949444452396,0.4977207848361654,0.7856940309088332,0.490060467138284,0.471942965974853,0.36129254039188724,0.33407969819204,54.012695800000074,0.4957481777367235,0.46093005427499123,0.44055108932681214,0.46253694866577755,0.47328353039260146,0.3735791302716712
21,1.5966596463761347,1.561764830361862,0.49174110307670493,0.45547748512805414,0.49846056825407337,0.44794196927209134,0.49846056825407337,0.791046363249681,0.501679642730111,0.48135472433020837,0.4052939154348573,0.34299869066389677,53.34957000000213,0.49654273420694356,0.4592021054805942,0.46561633577534095,0.4627593306407058,0.47738225103560944,0.4135180676254595
22,1.5773891477621786,1.5594078389090307,0.48553806890684814,0.44546204770817965,0.49929502081273275,0.4437005598309658,0.49929502081273275,0.7881043527576918,0.49701616409121446,0.47307373629625654,0.3856995531110347,0.32731734981171334,50.02756650000083,0.4939383044819717,0.45582267990790604,0.45112049266611454,0.4498419506392053,0.48196543318881785,0.382464993994854
23,1.56800437896445,1.5356406960422462,0.4882319580320431,0.4532990187119064,0.5010389840680796,0.4478412137777516,0.5010389840680796,0.7932440096412874,0.4987550883294471,0.4788249063385609,0.39669989687177726,0.3327975777417528,56.536892300002364,0.4834881171630728,0.4506949929511044,0.4644206907579259,0.4579363281731115,0.4856510764858731,0.4066183427974546
24,1.552829674914435,1.5181513635483124,0.5017722954771019,0.46327032786255523,0.5093503237838711,0.4637904494738233,0.5093503237838711,0.8036651070466468,0.5135359443544244,0.4915434527988756,0.39944998281196287,0.3516285125756454,54.19907039999816,0.49816436300406675,0.48001813624945977,0.4647767022827884,0.4742535469769385,0.5056994545904242,0.39931865923664167
